ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0072506	trivalent inorganic anion homeostasis	1/35	20/18903	0.0364049469529536	0.2327061315031936	0.1943600883074785	SLC34A1	1
GO:0002253	activation of immune response	3/35	397/18903	0.03665053028482284	0.2327546663542645	0.19440062543419365	IGHG3/IGKC/IGHG4	3
GO:0016137	glycoside metabolic process	1/35	21/18903	0.03819098872897719	0.23647558701608626	0.1975084011672403	SLC34A1	1
GO:0071498	cellular response to fluid shear stress	1/35	21/18903	0.03819098872897719	0.23647558701608626	0.1975084011672403	MIR126	1
GO:0140131	positive regulation of lymphocyte chemotaxis	1/35	21/18903	0.03819098872897719	0.23647558701608626	0.1975084011672403	CCL4	1
GO:0006883	cellular sodium ion homeostasis	1/35	22/18903	0.03997381445689152	0.23647558701608626	0.1975084011672403	TMPRSS3	1
GO:0030277	maintenance of gastrointestinal epithelium	1/35	22/18903	0.03997381445689152	0.23647558701608626	0.1975084011672403	SERPINA3	1
GO:0032288	myelin assembly	1/35	22/18903	0.03997381445689152	0.23647558701608626	0.1975084011672403	ITGB4	1
GO:0044062	regulation of excretion	1/35	22/18903	0.03997381445689152	0.23647558701608626	0.1975084011672403	STC1	1
GO:0060713	labyrinthine layer morphogenesis	1/35	22/18903	0.03997381445689152	0.23647558701608626	0.1975084011672403	SOCS3	1
GO:1903589	positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	1/35	22/18903	0.03997381445689152	0.23647558701608626	0.1975084011672403	MIR126	1
GO:0007259	receptor signaling pathway via JAK-STAT	2/35	172/18903	0.04025428435821167	0.23647558701608626	0.1975084011672403	SOCS3/IL21	2
GO:0071453	cellular response to oxygen levels	2/35	175/18903	0.041532327210400434	0.23647558701608626	0.1975084011672403	MIR126/STC1	2
GO:0034105	positive regulation of tissue remodeling	1/35	23/18903	0.041753429757670824	0.23647558701608626	0.1975084011672403	IL21	1
GO:0044241	lipid digestion	1/35	23/18903	0.041753429757670824	0.23647558701608626	0.1975084011672403	NPC1L1	1
GO:0072677	eosinophil migration	1/35	23/18903	0.041753429757670824	0.23647558701608626	0.1975084011672403	CCL4	1
GO:0098856	intestinal lipid absorption	1/35	23/18903	0.041753429757670824	0.23647558701608626	0.1975084011672403	NPC1L1	1
GO:1902254	negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator	1/35	23/18903	0.041753429757670824	0.23647558701608626	0.1975084011672403	MUC1	1
GO:0006875	cellular metal ion homeostasis	3/35	420/18903	0.04218950711868951	0.23647558701608626	0.1975084011672403	STC1/CP/TMPRSS3	3
GO:0048015	phosphatidylinositol-mediated signaling	2/35	178/18903	0.04282567175883123	0.23647558701608626	0.1975084011672403	CSF3/MIR126	2
GO:0035988	chondrocyte proliferation	1/35	24/18903	0.043529840242760076	0.23647558701608626	0.1975084011672403	STC1	1
GO:0042430	indole-containing compound metabolic process	1/35	24/18903	0.043529840242760076	0.23647558701608626	0.1975084011672403	SLC34A1	1
GO:0051923	sulfation	1/35	24/18903	0.043529840242760076	0.23647558701608626	0.1975084011672403	HS3ST3B1	1
GO:0070841	inclusion body assembly	1/35	24/18903	0.043529840242760076	0.23647558701608626	0.1975084011672403	BAG3	1
GO:0001503	ossification	3/35	429/18903	0.044466562066925903	0.23647558701608626	0.1975084011672403	STC1/SLC34A1/GLI2	3
GO:0048017	inositol lipid-mediated signaling	2/35	182/18903	0.044573591479684614	0.23647558701608626	0.1975084011672403	CSF3/MIR126	2
GO:0097696	receptor signaling pathway via STAT	2/35	183/18903	0.04501471221670129	0.23647558701608626	0.1975084011672403	SOCS3/IL21	2
GO:0006833	water transport	1/35	25/18903	0.04530305151409331	0.23647558701608626	0.1975084011672403	SLC14A1	1
GO:0019755	one-carbon compound transport	1/35	25/18903	0.04530305151409331	0.23647558701608626	0.1975084011672403	SLC14A1	1
GO:0034114	regulation of heterotypic cell-cell adhesion	1/35	25/18903	0.04530305151409331	0.23647558701608626	0.1975084011672403	FGA	1
GO:0046697	decidualization	1/35	25/18903	0.04530305151409331	0.23647558701608626	0.1975084011672403	STC1	1
GO:0046716	muscle cell cellular homeostasis	1/35	25/18903	0.04530305151409331	0.23647558701608626	0.1975084011672403	BAG3	1
GO:0098719	sodium ion import across plasma membrane	1/35	25/18903	0.04530305151409331	0.23647558701608626	0.1975084011672403	SLC34A1	1
GO:1901071	glucosamine-containing compound metabolic process	1/35	25/18903	0.04530305151409331	0.23647558701608626	0.1975084011672403	CHI3L2	1
GO:1905563	negative regulation of vascular endothelial cell proliferation	1/35	25/18903	0.04530305151409331	0.23647558701608626	0.1975084011672403	MIR126	1
GO:0050728	negative regulation of inflammatory response	2/35	184/18903	0.04545747480472824	0.23647558701608626	0.1975084011672403	MIR126/SOCS3	2
GO:0032102	negative regulation of response to external stimulus	3/35	436/18903	0.046279829517226576	0.23763891046119412	0.19848002854147742	FGA/MIR126/SOCS3	3
GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	1/35	26/18903	0.04707306916410947	0.23763891046119412	0.19848002854147742	SOCS3	1
GO:0060669	embryonic placenta morphogenesis	1/35	26/18903	0.04707306916410947	0.23763891046119412	0.19848002854147742	SOCS3	1
GO:0007565	female pregnancy	2/35	189/18903	0.04769566415217482	0.23763891046119412	0.19848002854147742	STC1/ITGB4	2
GO:0051896	regulation of protein kinase B signaling	2/35	189/18903	0.04769566415217482	0.23763891046119412	0.19848002854147742	CSF3/MIR126	2
GO:0006817	phosphate ion transport	1/35	27/18903	0.04883989877576689	0.23763891046119412	0.19848002854147742	SLC34A1	1
GO:0031639	plasminogen activation	1/35	27/18903	0.04883989877576689	0.23763891046119412	0.19848002854147742	FGA	1
GO:0032740	positive regulation of interleukin-17 production	1/35	27/18903	0.04883989877576689	0.23763891046119412	0.19848002854147742	IL21	1
GO:0033081	regulation of T cell differentiation in thymus	1/35	27/18903	0.04883989877576689	0.23763891046119412	0.19848002854147742	GLI2	1
GO:0042730	fibrinolysis	1/35	27/18903	0.04883989877576689	0.23763891046119412	0.19848002854147742	FGA	1
GO:0045954	positive regulation of natural killer cell mediated cytotoxicity	1/35	27/18903	0.04883989877576689	0.23763891046119412	0.19848002854147742	IL21	1
GO:1901623	regulation of lymphocyte chemotaxis	1/35	27/18903	0.04883989877576689	0.23763891046119412	0.19848002854147742	CCL4	1
GO:1905564	positive regulation of vascular endothelial cell proliferation	1/35	27/18903	0.04883989877576689	0.23763891046119412	0.19848002854147742	MIR126	1
